Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06,value_x10
2023,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H23,Surplus before income tax,Financial performance,1813.0,ANZSIC06 groups A014 and A015,18130.0
2023,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H24,Total assets,Financial position,68115.0,ANZSIC06 groups A014 and A015,681150.0
2023,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H25,Current assets,Financial position,14061.0,ANZSIC06 groups A014 and A015,140610.0
2023,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H26,Fixed tangible assets,Financial position,44634.0,ANZSIC06 groups A014 and A015,446340.0
2023,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H29,Other assets,Financial position,9420.0,ANZSIC06 groups A014 and A015,94200.0
2023,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H30,Total equity and liabilities,Financial position,68115.0,ANZSIC06 groups A014 and A015,681150.0
2023,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,37866.0,ANZSIC06 groups A014 and A015,378660.0
2023,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H32,Current liabilities,Financial position,11837.0,ANZSIC06 groups A014 and A015,118370.0
2023,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H33,Other liabilities,Financial position,18412.0,ANZSIC06 groups A014 and A015,184120.0
2023,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars,H34,Total income per employee count,Financial ratios,688100.0,ANZSIC06 groups A014 and A015,6881000.0
2023,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Dollars,H35,Surplus per employee count,Financial ratios,93900.0,ANZSIC06 groups A014 and A015,939000.0
2023,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Percentage,H36,Current ratio,Financial ratios,119.0,ANZSIC06 groups A014 and A015,1190.0
